,user,item,rating
5123,33,1500,4.0
10473,68,588,3.5
56917,380,256,2.0
81038,512,509,2.0
18255,115,3671,5.0
81003,512,47,5.0
25574,177,52694,3.0
11799,72,2490,4.0
56831,378,74458,4.5
77716,483,8961,4.0
7195,50,3221,3.5
19813,129,39183,4.0
78378,488,593,4.5
54026,356,6539,3.0
3904,24,50,4.0
15169,98,1258,5.0
40698,275,1307,4.0
66526,428,2953,1.0
8223,57,1256,5.0
39621,274,2315,3.5
37113,249,86644,3.5
97589,606,1270,3.5
84996,552,2140,3.0
30332,212,5810,3.0
24160,167,4006,3.5
82257,522,1375,3.5
73927,474,2940,4.0
11766,72,110,4.5
100132,610,33679,3.0
73036,472,2423,4.5
60146,387,26303,4.0
34531,232,48161,3.0
17325,111,2145,3.0
12700,80,102125,4.0
14222,91,552,3.0
7723,51,5712,3.5
6432,44,12,1.0
65727,423,318,5.0
18119,114,260,3.5
74854,474,7896,3.5
19394,125,71264,4.5
75271,475,8371,4.5
37252,249,102903,4.0
22570,153,106920,4.0
47126,307,2746,2.5
22252,149,1253,5.0
17270,111,318,4.5
39322,274,502,3.0
49023,318,527,4.0
88569,572,1193,5.0
96445,603,1349,5.0
98838,608,1020,2.5
49599,318,73321,3.5
7976,55,2490,3.5
86137,560,260,4.0
89348,580,364,3.0
72145,464,54286,3.0
9266,63,3535,4.0
37828,256,39183,2.0
86312,560,5952,4.0
97222,605,2622,3.0
15540,102,350,3.0
84324,540,45722,4.0
77359,483,1203,5.0
43402,290,2827,2.0
48950,317,84392,3.0
13164,84,380,3.0
93067,599,1263,3.0
69234,448,3698,2.0
49733,318,98585,3.5
62219,412,2710,2.0
74260,474,4296,2.0
17342,111,2694,3.0
99045,608,2392,2.0
6631,45,1573,5.0
77875,483,88448,5.0
33025,225,2454,4.0
53109,351,6214,4.0
32936,224,1554,1.0
47032,307,2058,2.5
40997,276,480,5.0
99589,610,909,4.5
37463,251,2571,5.0
17126,109,272,3.0
9837,64,5878,3.5
39449,274,1276,3.5
73131,474,104,2.0
6734,45,2841,4.0
24389,169,1246,5.0
73472,474,1284,3.5
10680,68,1982,3.0
40425,274,56152,3.0
9731,64,3386,4.5
47562,307,37384,2.0
70267,448,114180,1.0
34475,232,43679,3.0
70819,452,4014,5.0
54153,357,339,3.5
37298,249,109578,3.5
56933,380,366,3.0
81935,518,1215,4.0
53727,354,3717,3.5
12391,77,4226,2.5
11546,68,88125,4.5
95849,600,52767,4.0
2868,19,3219,2.0
92606,598,4963,4.0
60995,395,421,3.0
36624,249,3826,2.0
4497,28,6428,3.0
89427,580,1356,4.0
84714,547,1189,4.0
96029,602,296,5.0
34898,233,136912,2.0
58592,382,762,3.0
31713,219,2542,4.0
24667,171,592,5.0
98955,608,1754,4.0
20584,135,3812,4.0
81953,518,6365,4.0
26355,182,1608,2.5
56158,372,159,2.0
83495,532,589,4.0
64485,414,42602,3.5
57447,380,5463,4.0
65716,422,4925,3.0
43302,290,1252,5.0
65508,420,3307,4.0
98804,608,719,1.0
27666,187,4720,4.5
79276,491,69757,4.0
66601,428,5081,3.0
41145,279,38061,4.0
68306,441,58559,5.0
65204,418,50,4.5
86752,561,2410,3.5
23740,163,1407,3.0
95239,600,912,2.5
24148,167,3114,3.0
16897,105,158402,2.5
78596,489,924,4.0
36385,249,104,3.5
38803,266,2387,4.0
24816,174,432,3.0
83649,534,1907,4.0
18478,117,653,3.0
14673,91,7561,3.5
44584,298,1036,3.0
98875,608,1250,3.0
60253,387,55280,3.5
89474,580,2162,1.5
94456,599,31664,3.5
53020,350,17,2.0
95094,599,178129,3.5
13015,83,4310,4.0
57612,380,26662,5.0
95694,600,5378,1.0
33527,226,47044,2.0
60784,391,5454,3.0
3450,21,53322,4.5
43057,288,8879,4.0
36057,246,5646,5.0
92507,597,2463,4.0
90332,587,1541,3.0
49744,318,102407,3.0
51450,332,2011,3.0
50379,325,3129,4.0
65409,419,33794,5.0
93855,599,4370,2.5
7609,51,2661,3.0
85085,552,4019,4.0
39612,274,2236,3.5
68651,447,593,4.0
56403,373,235,4.0
87788,566,736,4.0
22575,153,112183,1.0
22602,153,180095,4.0
91413,593,595,3.5
89028,575,2599,4.0
39569,274,2028,4.0
56738,377,4370,3.5
92504,597,2433,3.0
4070,27,356,5.0
67851,438,3826,2.0
33264,226,2514,2.5
78232,485,231,1.0
12354,76,42723,3.0
40047,274,6365,3.0
12828,82,2384,1.0
10519,68,1020,2.5
41500,282,1136,5.0
89054,576,3082,4.5
9331,63,6934,3.0
48523,313,3740,5.0
36973,249,62081,3.5
86774,561,2746,3.0
100672,610,109374,4.5
80142,503,26974,4.0
56102,371,2395,5.0
17337,111,2571,0.5
2808,19,2804,3.0
66454,428,1587,2.5
99361,608,6157,4.0
40995,276,370,5.0
91242,590,81591,4.0
86476,560,67255,4.0
25036,177,1104,5.0
44132,294,1376,5.0
85333,555,339,3.0
47045,307,2124,2.5
57009,380,1047,4.0
66265,426,59784,2.5
65431,419,68157,3.5
6995,47,45950,3.0
38082,260,5782,3.5
75869,477,7387,3.0
99625,610,1240,5.0
83048,525,97866,4.5
43699,292,3985,3.0
5273,35,11,4.0
94113,599,6188,3.0
4323,28,1682,1.5
33807,230,2617,3.5
17111,109,173,2.0
21397,140,3557,3.0
31252,217,2105,3.0
5082,33,509,5.0
62985,414,2048,3.0
16561,105,32657,4.5
36427,249,736,3.0
7260,50,32875,3.0
72034,464,20,4.0
52676,345,1541,3.5
62863,414,1608,3.0
12033,74,949,4.0
84892,551,88129,4.0
99620,610,1221,5.0
16477,105,6934,4.5
884,7,587,2.0
58755,382,56176,2.0
44056,294,597,1.0
65429,419,64969,3.5
86489,560,71254,3.0
57140,380,2011,4.0
4152,27,2355,3.0
8340,57,2100,3.0
51707,334,2706,3.5
49966,321,592,4.0
15949,104,110,1.0
97449,606,509,4.0
46557,305,115713,5.0
78197,484,58315,3.5
38097,260,6502,4.5
93503,599,2788,3.0
26328,182,1429,3.0
43099,288,37729,3.5
52749,346,1131,4.0
97976,606,4296,4.0
36144,246,80463,4.0
93728,599,3783,3.0
79759,495,140247,5.0
37160,249,91094,4.0
32959,224,3210,4.0
73352,474,1018,2.0
64555,414,48142,3.5
51270,331,8529,3.5
1687,17,780,4.0
22599,153,177765,1.5
31627,219,1270,3.5
96076,602,529,3.0
78643,489,1271,4.5
25061,177,1251,3.0
74158,474,3868,3.0
71803,462,5225,3.0
14296,91,1215,5.0
32688,222,3421,4.0
61578,408,165,3.5
98625,607,3016,4.0
91596,594,1876,4.5
36027,246,2805,4.0
87280,562,53996,4.5
2885,19,3308,2.0
94460,599,32058,2.0
95354,600,1673,3.5
13281,84,1131,5.0
27154,184,84187,3.0
44472,297,150,3.0
13301,84,1198,4.0
57690,380,40614,3.0
79332,492,628,3.0
88921,573,59315,4.5
65768,424,1089,3.5
77053,480,49280,4.5
8064,57,224,4.0
63627,414,4161,3.0
72841,469,3039,3.0
31174,217,1646,2.0
59576,387,2142,3.0
39600,274,2152,2.0
89852,583,296,4.0
50329,325,2167,3.0
13630,89,3481,3.5
58998,385,272,3.0
75493,477,661,4.0
46524,305,106489,3.0
34037,232,3471,3.0
90772,590,1950,4.0
69788,448,63393,1.0
66353,427,5810,3.0
56818,378,33794,4.5
82949,525,48385,1.0
85060,552,3255,3.5
9998,66,272,3.5
3780,22,74789,0.5
11455,68,66203,2.0
45469,298,149352,0.5
72556,469,1104,5.0
76306,480,485,2.0
63638,414,4223,4.0
11184,68,8798,2.5
32539,221,7311,3.5
14804,93,2359,4.0
62783,414,1299,5.0
38756,266,1405,2.0
63918,414,5329,3.0
46494,305,96610,2.5
6289,42,4333,1.0
95155,600,317,0.5
93731,599,3791,2.0
62405,414,251,3.5
78249,486,10,4.0
44176,294,1911,1.0
94430,599,27549,1.5
57364,380,4232,3.0
28068,194,163,3.0
54651,361,260,2.0
88580,572,1230,5.0
71617,462,1214,3.0
58560,381,72737,4.0
6499,45,173,1.0
45608,301,4896,4.0
72022,463,5378,4.0
90979,590,3968,2.0
24275,168,1617,4.5
43461,291,4896,5.0
61976,410,3823,4.0
88123,567,148881,5.0
21516,140,5093,3.0
69503,448,6157,1.5
24860,175,45880,4.0
10765,68,2485,3.5
13376,85,1207,5.0
73399,474,1179,3.5
63391,414,3360,5.0
15566,103,2,4.0
41666,282,45720,3.0
22832,156,1281,3.0
83238,527,1909,5.0
84252,539,419,2.0
57433,380,5313,4.0
7352,50,113374,3.0
81500,515,168252,5.0
89873,583,3882,3.5
79732,495,106696,5.0
56058,370,4306,4.0
39259,274,104,3.5
86778,561,2794,3.0
95814,600,33493,1.0
50921,328,148626,4.0
24379,169,1035,5.0
5978,42,733,2.0
23136,159,318,4.5
15307,100,74,4.0
65415,419,46970,3.5
11395,68,58025,3.0
27346,186,924,5.0
45041,298,38038,3.0
79893,499,3508,4.0
96122,603,85,5.0
60715,391,3638,2.0
3039,20,2006,2.0
94554,599,45081,2.5
89071,577,480,5.0
1325,12,222,5.0
49118,318,1732,4.0
74073,474,3462,4.5
19079,122,96079,4.5
85765,555,3250,5.0
52026,339,527,5.0
64111,414,6296,3.5
89981,584,590,5.0
4682,28,55721,3.5
65587,420,56251,4.0
93595,599,3181,2.5
100731,610,118880,3.0
26859,182,5014,4.0
721,6,352,3.0
43912,292,106072,3.5
81930,517,167746,1.0
78010,484,1333,1.0
100498,610,86142,5.0
55687,368,2409,3.0
4614,28,41863,4.5
32843,223,110,3.5
97326,605,53140,4.0
14638,91,6375,3.0
32777,222,64622,2.5
40305,274,43904,1.0
19597,126,208,2.0
48742,316,45,4.5
37479,252,50872,4.5
55964,369,4888,4.0
46711,306,149334,3.0
53614,354,593,4.0
80040,502,520,5.0
95028,599,138702,3.0
63535,414,3893,3.0
44294,294,2736,4.0
16472,105,6777,3.5
55517,368,1100,2.0
54380,357,4361,4.0
86505,560,82202,1.0
29051,200,2617,4.0
28535,198,4034,5.0
84818,551,648,4.0
90623,590,922,4.0
85307,555,141,4.0
44740,298,3593,0.5
72531,469,921,3.0
64038,414,5902,5.0
98057,606,5099,3.0
13056,83,51662,1.5
28052,193,1270,3.0
95711,600,5879,0.5
48940,317,80219,2.0
70577,450,1969,3.0
65482,420,1527,3.5
52434,341,7293,4.0
36901,249,51925,3.5
74369,474,4920,4.0
21613,140,7027,4.0
96637,603,2344,4.0
28992,200,1250,4.0
30542,213,2797,4.0
98666,608,1,2.5
24081,167,594,3.0
77916,483,99087,3.0
32258,220,71264,2.0
38715,266,1042,3.0
98895,608,1391,3.5
39440,274,1255,3.5
36755,249,7016,3.0
61814,409,3175,4.0
11885,73,53125,4.5
60289,388,104245,3.5
95022,599,136297,0.5
58852,382,148888,2.5
95338,600,1476,1.5
40571,274,82459,4.0
67034,432,72998,4.0
52503,342,2901,1.0
92267,597,1086,5.0
52581,343,55363,5.0
86573,560,141866,4.0
36601,249,3448,4.0
49451,318,49917,4.0
91994,596,49272,3.0
29471,202,1047,3.0
6955,47,2908,3.5
37347,249,122912,4.5
73597,474,1876,3.5
15575,103,60,4.0
46464,305,89745,4.0
87975,567,91630,2.5
24285,168,3030,5.0
86987,561,71264,2.5
31937,219,30825,1.5
29262,200,60072,5.0
34590,232,52722,3.0
70050,448,95201,3.0
61016,395,616,3.0
100401,610,71264,4.0
29090,200,3916,4.0
76394,480,1270,5.0
60815,392,4085,2.0
11280,68,45499,2.0
82238,522,1196,4.5
42825,288,3751,3.0
54956,365,4963,2.5
85223,554,919,5.0
97646,606,1635,4.0
95830,600,45028,3.0
84888,551,79132,4.0
37827,256,33679,4.0
98681,608,50,4.5
67891,438,4228,2.5
47496,307,8644,3.0
4117,27,1287,5.0
8322,57,2000,5.0
10848,68,3100,3.5
71205,455,111,3.0
33825,230,3948,4.5
47420,307,6705,2.5
84801,550,116797,4.5
20102,132,3418,3.0
40486,274,64231,3.0
589,6,50,1.0
20568,135,3441,4.0
70435,448,144262,2.0
83008,525,72998,3.0
80114,503,2858,4.0
41478,282,480,4.0
60161,387,31737,3.5
79601,495,4993,0.5
98788,608,592,3.0
359,4,937,3.0
61876,410,922,5.0
38447,264,32,1.0
6521,45,364,5.0
69039,448,2421,2.0
42827,288,3755,2.0
42853,288,3918,1.0
46824,307,502,1.0
75687,477,2716,4.0
47354,307,5618,4.0
64765,414,69640,3.0
98108,606,5915,4.5
7804,52,5669,4.5
57109,380,1760,2.5
59968,387,6305,3.5
88539,572,539,5.0
92076,596,102903,4.0
45991,305,750,4.0
56055,370,4014,3.0
62652,414,996,3.0
66969,432,7458,4.0
69999,448,91325,2.0
58905,384,968,3.0
31768,219,3510,1.0
8655,59,1090,4.0
51443,332,1732,4.0
96606,603,2160,4.0
22687,156,19,3.0
1358,13,1173,3.0
99334,608,5502,4.0
69557,448,6944,3.5
41321,280,3948,4.5
64554,414,48043,4.0
11192,68,8907,2.5
1577,16,319,4.0
52519,342,3752,4.0
36779,249,8636,4.0
86651,561,1198,5.0
57730,380,48304,4.0
28539,198,4161,3.0
13567,89,915,2.0
30811,216,2361,3.0
38490,264,3578,2.0
75190,474,55071,4.0
68322,442,1186,1.0
95140,600,231,3.5
40152,274,8142,3.5
37257,249,103249,4.0
18634,119,59784,4.0
36801,249,27482,3.0
29833,204,1080,4.0
7478,51,924,5.0
92722,599,236,2.5
56687,377,1215,5.0
6407,43,590,4.0
25110,177,1732,3.0
55498,368,880,1.0
32680,222,2959,3.5
33676,229,36,4.0
16014,104,1569,4.5
32980,225,588,4.0
4120,27,1387,2.0
34883,233,104211,2.0
82190,521,640,3.0
34711,232,69436,3.0
36239,247,4226,4.5
84433,542,1380,4.5
80274,505,4105,4.5
37092,249,83349,3.0
76540,480,2858,4.0
97948,606,4014,4.5
96480,603,1514,3.0
82141,520,7812,3.5
61459,405,1884,4.5
12149,74,27773,5.0
64898,414,111921,3.5
63658,414,4280,4.0
52187,339,34162,3.5
38640,265,3255,4.0
46303,305,52281,5.0
46759,307,141,2.5
35758,241,60950,4.5
71485,460,8636,3.5
14398,91,2076,4.0
25344,177,5459,2.5
14914,95,1307,5.0
9891,64,7930,3.5
87043,561,103042,3.0
3755,22,55290,1.0
47526,307,30793,2.5
2020,18,7147,4.5
70400,448,136864,2.0
98495,607,292,4.0
44890,298,5989,3.0
74330,474,4704,3.0
23302,160,628,1.0
10522,68,1027,3.0
50079,322,58559,3.5
3246,21,597,4.0
82740,525,2502,4.5
23675,161,1223,5.0
55196,366,8368,4.5
47877,309,2182,2.0
72589,469,1234,4.0
59767,387,3638,3.0
31710,219,2428,1.0
31286,217,2322,2.0
5413,38,339,3.0
60064,387,7482,3.5
46428,305,78469,3.0
26856,182,5010,2.0
93005,599,1103,3.5
51777,334,49272,2.5
73783,474,2378,2.0
74432,474,5378,3.0
30707,215,7624,2.5
50982,330,350,4.0
93777,599,3996,4.0
50739,328,1252,2.0
8415,57,2858,5.0
6813,45,4623,3.0
28408,198,1246,5.0
99453,608,8873,3.5
9243,63,2000,3.0
13867,89,93510,3.0
79140,490,1784,3.0
16002,104,1253,3.0
5476,39,1027,4.0
10621,68,1588,3.0
70742,452,2021,4.0
61322,403,296,5.0
56945,380,466,4.0
100774,610,136864,3.5
59592,387,2278,3.0
85369,555,585,3.0
85907,557,344,4.0
82271,522,2094,1.5
96096,602,780,4.0
20544,135,2916,4.0
64308,414,8366,3.0
95529,600,2806,1.5
26552,182,2949,4.0
15615,103,837,3.5
22548,153,86882,3.5
35957,245,1361,3.0
80998,511,139385,5.0
38792,266,2195,5.0
78275,486,318,5.0
80601,509,30793,3.0
91476,593,6377,3.0
5013,32,1103,4.0
50983,330,353,4.0
18060,113,2166,3.0
12856,82,3861,2.5
34657,232,60072,3.5
34888,233,112183,4.0
39331,274,553,4.5
4640,28,48783,2.5
84896,551,91500,3.5
8310,57,1831,2.0
95409,600,2089,3.0
73166,474,272,3.5
5042,33,43,2.0
38443,263,32587,3.0
73303,474,921,3.0
15115,96,3578,4.0
81887,517,88744,0.5
23028,156,4226,4.5
85024,552,2720,0.5
14719,92,69757,4.0
75220,475,1374,4.5
21073,139,99114,2.5
34014,232,2617,3.0
55343,367,3743,3.0
76575,480,3255,4.0
51960,337,786,5.0
14726,93,86,4.0
17615,111,63992,1.5
13071,83,76251,3.5
67571,437,1265,5.0
68574,446,648,4.0
13704,89,8528,2.5
54866,363,1641,4.0
42284,288,1179,3.0
19207,124,2161,3.5
91097,590,6936,2.5
1582,16,608,4.5
72110,464,3100,5.0
64781,414,72378,2.0
37742,256,780,4.5
44300,294,2796,3.0
54840,362,81782,3.5
2616,19,1906,2.0
16837,105,118896,4.0
68200,438,44665,4.0
90785,590,2010,4.0
87538,564,1270,4.0
84562,543,2858,5.0
94710,599,68945,4.5
11172,68,8529,2.5
92427,597,2014,4.0
52037,339,924,5.0
19645,127,5060,5.0
38279,263,1020,4.0
2095,18,53129,3.0
25120,177,1936,4.0
68812,448,1091,3.0
36611,249,3623,3.5
87437,563,63992,1.0
45095,298,52328,3.0
6509,45,261,3.0
41871,286,377,4.0
57997,380,111781,4.0
29527,202,1270,4.0
38853,267,593,5.0
11284,68,45722,4.5
65715,422,4916,4.0
22136,146,3499,4.0
74789,474,7301,3.5
32199,220,7569,3.5
97101,604,292,3.0
65062,415,4369,3.0
13487,87,4023,3.5
70951,453,1722,2.0
12189,74,55820,4.5
4814,29,4223,4.0
63661,414,4299,3.0
11842,73,6377,4.5
11258,68,40815,5.0
30344,212,8376,4.0
85649,555,2450,2.0
64071,414,6059,3.0
35459,239,3717,3.5
25749,177,91535,3.0
69741,448,53464,1.5
60956,394,480,3.0
74270,474,4327,3.5
70353,448,130450,1.5
66630,428,6333,2.0
89615,580,6016,4.5
83482,531,4447,3.0
65394,419,6502,3.5
3684,22,3489,5.0
28067,194,48,2.0
27724,187,8228,4.0
57271,380,3213,5.0
73983,474,3111,4.0
22981,156,3089,4.0
45082,298,49396,3.0
25821,178,454,4.5
92404,597,1918,4.0
78806,489,3269,3.0
91972,596,32799,3.5
90698,590,1269,3.5
59422,387,1231,3.0
83378,528,8873,2.0
997,7,27741,3.0
64121,414,6323,3.5
673,6,261,4.0
87425,563,56367,3.0
23101,157,3617,3.0
58772,382,63540,3.5
95365,600,1732,3.5
23524,160,2640,4.0
26076,181,553,2.0
44918,298,6537,3.0
67165,434,1584,2.5
4886,31,141,4.0
28555,198,4932,1.0
22642,155,333,4.0
7880,52,69481,4.0
75191,474,55118,4.0
30831,216,2997,3.0
45136,298,57504,4.0
85959,558,4159,5.0
86032,559,317,3.0
98006,606,4529,4.0
70633,451,780,3.0
75272,475,8636,4.5
15572,103,36,4.0
69138,448,3024,3.0
26026,181,316,3.0
21930,143,7444,5.0
11732,71,62,4.0
9399,63,88140,4.0
4810,29,3441,3.5
70515,448,168350,2.5
74666,474,6820,4.0
83153,526,64957,3.0
88991,574,344,5.0
74822,474,7646,2.0
16589,105,44191,4.0
84485,542,5679,4.0
51304,331,52973,4.0
99848,610,4735,2.5
94982,599,117630,1.0
1118,9,6044,2.0
3882,23,6773,4.5
77517,483,2797,4.0
100020,610,7361,5.0
93029,599,1210,5.0
4146,27,2150,5.0
34232,232,6863,4.0
11460,68,67267,3.5
47239,307,4141,1.5
68499,446,25,3.0
39945,274,4951,3.5
39747,274,3175,2.0
90119,586,5400,3.5
1585,16,750,4.5
80889,510,1961,3.0
78439,488,4014,5.0
83452,530,474,4.0
10242,66,4993,5.0
78076,484,3253,4.0
7638,51,3148,5.0
63912,414,5316,3.5
73313,474,932,1.5
43489,291,122904,5.0
8606,58,552,3.0
33123,226,608,4.5
53793,354,39414,3.0
75089,474,39292,4.0
43498,292,111,2.0
16906,105,165959,5.0
47278,307,4673,2.0
68089,438,7255,3.5
67837,438,3593,1.0
25439,177,8368,3.5
79167,490,6934,2.0
95086,599,173873,2.0
15153,97,5378,4.0
20530,135,2700,5.0
77700,483,8368,5.0
66655,428,8807,4.0
37127,249,87520,3.0
92260,597,1060,5.0
6565,45,858,5.0
5454,38,736,2.0
6233,42,3481,4.0
22693,156,47,3.5
51058,330,1263,3.0
3040,20,2018,4.0
54370,357,4022,4.0
83248,527,2054,3.0
21997,144,410,3.0
67995,438,5787,2.5
96402,603,1252,5.0
27429,186,2193,4.0
18703,119,111781,4.0
89917,584,160,5.0
92193,597,292,4.0
94363,599,26344,3.0
67830,438,3452,2.5
81593,517,920,4.0
47254,307,4308,3.5
54708,361,5296,3.5
14725,93,60,4.0
4503,28,6552,2.5
96510,603,1676,5.0
4932,32,7,4.0
4838,29,87232,3.5
21531,140,5316,3.0
40943,275,5299,1.0
35013,234,2005,4.0
7832,52,47610,5.0
9531,64,1079,4.5
24685,171,858,5.0
93109,599,1382,2.0
83223,527,1356,4.0
16354,105,3793,3.5
80729,509,73017,3.5
15699,103,2174,4.0
51253,331,6539,3.0
52436,341,47099,4.0
73259,474,670,4.5
94324,599,8665,3.0
58330,381,4787,5.0
9841,64,5954,4.5
78164,484,8807,4.0
90025,585,4571,3.5
88017,567,105468,2.0
81736,517,3599,1.0
35697,240,673,5.0
93040,599,1223,4.5
87070,561,122904,2.0
37292,249,108932,4.5
66733,430,1680,5.0
67127,434,780,2.5
54533,358,58998,1.0
11148,68,7256,4.0
40361,274,49272,4.0
42865,288,3980,4.0
1363,13,1721,4.0
97102,604,293,3.0
34589,232,52712,3.0
54351,357,3147,4.0
87812,567,1219,2.5
39030,268,2973,4.0
17454,111,6287,3.5
79930,500,595,4.0
69225,448,3635,4.0
89,1,1291,5.0
11839,73,6155,3.5
4735,28,63062,3.0
71813,462,5932,4.0
70055,448,95510,3.5
9973,65,97752,4.0
84722,547,1394,5.0
68528,446,282,2.0
86374,560,27706,3.5
74689,474,6942,3.5
50350,325,2490,4.0
55384,367,4340,3.0
95192,600,520,3.0
52021,339,356,4.0
91057,590,5449,2.0
14259,91,904,2.5
49702,318,91784,4.5
10240,66,4787,4.0
1025,7,49824,3.0
38440,263,8961,3.5
95424,600,2140,4.5
62694,414,1091,2.0
55452,368,434,3.0
72932,470,39,3.0
43077,288,32011,2.0
23093,157,2724,2.0
84639,545,2671,4.0
89568,580,4367,4.0
95056,599,161044,3.0
89335,580,231,2.5
32299,221,905,4.5
51019,330,736,2.0
58356,381,5502,4.0
4139,27,2059,3.0
55931,369,2539,3.0
3878,23,6234,3.5
76686,480,4643,2.5
23406,160,1589,3.0
90775,590,1955,4.0
35892,244,1196,4.0
62982,414,2035,3.0
96807,603,3006,4.0
87190,562,2881,4.5
2714,19,2294,3.0
65524,420,4973,3.5
89698,580,30749,3.0
4564,28,26649,4.0
55838,368,3769,3.0
4444,28,4226,3.5
96127,603,108,4.0
51223,331,4016,3.0
23470,160,2115,3.0
2162,18,79132,4.5
10732,68,2278,3.5
14284,91,1196,4.5
65949,425,648,3.5
40457,274,60040,3.5
20087,132,2997,4.0
89109,577,1210,4.0
69096,448,2791,5.0
10999,68,4487,4.0
7042,47,117881,4.0
45476,299,1198,4.0
96705,603,2628,1.0
53697,354,2605,3.0
100409,610,71899,4.5
87678,564,143257,3.5
32540,221,7318,0.5
63447,414,3552,4.0
20269,133,110,3.0
15642,103,1201,5.0
69573,448,7104,2.0
49141,318,2353,3.5
82553,524,707,3.0
57512,380,6664,5.0
67563,437,1225,5.0
52957,348,2357,5.0
1926,18,2409,4.0
63803,414,4896,2.0
26504,182,2605,3.5
57903,380,90603,5.0
37072,249,79702,4.5
37031,249,72378,3.0
84206,537,104841,3.0
56056,370,4226,3.5
53898,356,1479,5.0
66020,425,1682,3.0
37062,249,79091,4.5
63560,414,3983,5.0
760,6,455,3.0
18681,119,99112,4.0
1418,14,480,3.0
49108,318,1552,4.0
82976,525,59315,3.0
44947,298,7090,2.0
3592,21,111113,2.5
59078,385,1011,2.0
61382,404,315,3.0
62493,414,450,3.0
89913,584,110,5.0
85945,558,2028,4.0
83474,531,1291,5.0
45921,304,2424,4.0
36507,249,1752,3.0
14900,95,1196,5.0
37788,256,4992,4.5
1475,15,2571,4.0
42639,288,2701,2.0
8698,59,2075,5.0
66763,430,4239,4.0
41212,279,109487,5.0
30953,217,414,3.0
44978,298,8376,3.5
33978,232,1721,4.5
67265,434,8784,4.5
91618,594,2571,5.0
8735,60,455,3.0
54258,357,1358,2.5
54948,365,4054,0.5
68941,448,1965,2.0
1019,7,48516,1.0
77176,482,5620,1.0
19336,125,33794,4.0
85298,555,39,4.0
72713,469,2105,4.0
14389,91,2002,2.0
42255,288,1029,3.0
89462,580,1961,4.0
72158,464,62956,2.0
14102,90,1041,5.0
46410,305,72011,3.0
73879,474,2736,3.0
3213,20,6170,4.0
63816,414,4951,4.0
87919,567,63859,2.5
68563,446,585,3.0
294,3,6835,5.0
88936,573,68358,4.5
35012,234,2002,3.0
44334,294,3178,4.0
85119,553,6,5.0
76854,480,7458,4.0
60240,387,52644,4.0
85366,555,543,5.0
6472,44,1476,5.0
79229,490,90376,3.5
66101,425,4011,4.0
20547,135,2985,4.0
99037,608,2325,2.5
54636,360,1625,5.0
2585,19,1702,3.0
96358,603,1179,5.0
39770,274,3361,3.0
15883,103,79091,4.0
85107,552,5672,0.5
27020,182,6932,3.5
17443,111,5816,4.0
62539,414,550,3.0
10727,68,2232,2.0
92645,599,39,3.0
66259,426,45517,4.0
30397,212,69122,3.0
94553,599,44974,3.0
67203,434,2959,5.0
36681,249,5151,3.0
53704,354,2710,3.0
85170,553,5513,5.0
15083,96,1610,4.0
13828,89,79684,4.0
